
Nucleus Relative To Cell Position
 ==================== 
Nucleus Relative To Cell Position X,Nucleus Relative To Cell Position Y,Nucleus Relative To Cell Position Z,Unit,Category,Collection,Time,Default Labels,CellID,ID,
-0.210938,2.375,-1.38212,um,Nucleus,Nucleus Relative To Cell Position,1,ATM,2,100000002,
0.277344,-0.3125,-0.878487,um,Nucleus,Nucleus Relative To Cell Position,1,ATM,3,100000003,
0.207031,-0.664062,0.517632,um,Nucleus,Nucleus Relative To Cell Position,1,TVC,0,100000000,
-0.328125,-0.359375,-0.980316,um,Nucleus,Nucleus Relative To Cell Position,1,TVC,1,100000001,
1.85938,-0.0078125,-0.893982,um,Nucleus,Nucleus Relative To Cell Position,1,TVC,4,100000004,
-0.980469,-0.476562,0.124313,um,Nucleus,Nucleus Relative To Cell Position,1,TVC,5,100000005,
