
Cell Center of Image Mass Ch=1 Img=1
 ==================== 
Cell Center of Image Mass X,Cell Center of Image Mass Y,Cell Center of Image Mass Z,Unit,Category,Channel,Collection,Image,Time,Default Labels,ID,
32823.9,82216.4,180.317,um,Cell,1,Cell Center of Image Mass,Image 1,1,ATM,2,
32819,82190.4,186.484,um,Cell,1,Cell Center of Image Mass,Image 1,1,ATM,3,
32827.3,82230.4,181.828,um,Cell,1,Cell Center of Image Mass,Image 1,1,ATM,4,
32770.2,82175.5,165.781,um,Cell,1,Cell Center of Image Mass,Image 1,1,TVC,0,
32763.4,82178,172.331,um,Cell,1,Cell Center of Image Mass,Image 1,1,TVC,1,
