
Nucleus Position
 ==================== 
Nucleus Position X,Nucleus Position Y,Nucleus Position Z,Unit,Category,Collection,Time,Default Labels,CellID,ID,
47543,88384.8,76.418,um,Nucleus,Nucleus Position,1,ATM,0,100000000,
47546.7,88421,82.6707,um,Nucleus,Nucleus Position,1,ATM,3,100000003,
47602.9,88421.1,80.0589,um,Nucleus,Nucleus Position,1,TVC,1,100000001,
47614.5,88426.6,79.9702,um,Nucleus,Nucleus Position,1,TVC,2,100000002,
47609.3,88419.7,87.848,um,Nucleus,Nucleus Position,1,TVC,4,100000004,
47618.3,88424.9,87.8222,um,Nucleus,Nucleus Position,1,TVC,5,100000005,
