
BoundingBoxAA Length
 ==================== 
BoundingBoxAA Length X,BoundingBoxAA Length Y,BoundingBoxAA Length Z,Unit,Category,Collection,Time,Default Labels,ID,
86.043,101.945,29.6736,um,Surface,BoundingBoxAA Length,1,ATMgroup,2,
19.3125,15.0508,19.9237,um,Surface,BoundingBoxAA Length,1,TVCgroup,0,
