
Ellipsoid Axis Length C
 ==================== 
Ellipsoid Axis Length C,Unit,Category,Time,Default Labels,ID,
11.6389,um,Surface,1,TVCgroup,0,
67.4648,um,Surface,1,ATMgroup,2,
