
Nucleus Position
 ==================== 
Nucleus Position X,Nucleus Position Y,Nucleus Position Z,Unit,Category,Collection,Time,Default Labels,CellID,ID,
35410.1,54319.5,144.085,um,Nucleus,Nucleus Position,1,ATM,4,100000004,
35393.2,54344.2,144.704,um,Nucleus,Nucleus Position,1,ATM,5,100000005,
35452.5,54348.5,115.18,um,Nucleus,Nucleus Position,1,TVC,0,100000000,
35461.6,54352.4,117.083,um,Nucleus,Nucleus Position,1,TVC,1,100000001,
35470.8,54351.7,127.787,um,Nucleus,Nucleus Position,1,TVC,2,100000002,
35458.4,54346.6,128.951,um,Nucleus,Nucleus Position,1,TVC,3,100000003,
