
Ellipsoid Axis Length A
 ==================== 
Ellipsoid Axis Length A,Unit,Category,Time,Default Labels,ID,
7.52795,um,Surface,1,TVCgroup,0,
7.76503,um,Surface,1,ATMgroup,3,
