
Center of Image Mass Ch=2 Img=1
 ==================== 
Center of Image Mass X,Center of Image Mass Y,Center of Image Mass Z,Unit,Category,Channel,Collection,Image,Time,Default Labels,ID,
42003.2,99014.9,87.9987,um,Surface,2,Center of Image Mass,Image 1,1,ATMgroup,3,
42000.8,99061.1,101.506,um,Surface,2,Center of Image Mass,Image 1,1,TVCgroup,0,
