
Ellipsoid Axis Length A
 ==================== 
Ellipsoid Axis Length A,Unit,Category,Time,Default Labels,ID,
6.04939,um,Surface,1,TVCgroup,0,
6.36997,um,Surface,1,ATMgroup,2,
