
Position
 ==================== 
Position X,Position Y,Position Z,Unit,Category,Collection,Time,Default Labels,ID,
35256.3,50653.4,134.948,um,Surface,Position,1,ATMgroup,2,
35274.6,50692.8,132.331,um,Surface,Position,1,TVCgroup,0,
