
Ellipsoid Axis B
 ==================== 
Ellipsoid Axis B X,Ellipsoid Axis B Y,Ellipsoid Axis B Z,Unit,Category,Collection,Time,Default Labels,ID,
-0.0929137,0.335729,0.937365,um,Surface,Ellipsoid Axis B,1,ATMgroup,0,
0.901185,-0.0878716,-0.424434,um,Surface,Ellipsoid Axis B,1,TVCgroup,4,
