
Nucleus Relative To Cell Position
 ==================== 
Nucleus Relative To Cell Position X,Nucleus Relative To Cell Position Y,Nucleus Relative To Cell Position Z,Unit,Category,Collection,Time,Default Labels,CellID,ID,
-2.23047,1.8125,-0.0526047,um,Nucleus,Nucleus Relative To Cell Position,1,ATM,4,100000004,
0.273438,1.65625,-2.31581,um,Nucleus,Nucleus Relative To Cell Position,1,ATM,5,100000005,
0.101562,-1.5625,-2.09244,um,Nucleus,Nucleus Relative To Cell Position,1,ATM,6,100000006,
-0.132812,1.01562,-0.729141,um,Nucleus,Nucleus Relative To Cell Position,1,TVC,0,100000000,
-1.48438,-2.16406,-0.351875,um,Nucleus,Nucleus Relative To Cell Position,1,TVC,1,100000001,
-1.26562,-0.46875,-2.35648,um,Nucleus,Nucleus Relative To Cell Position,1,TVC,2,100000002,
-0.703125,1.42188,-0.202209,um,Nucleus,Nucleus Relative To Cell Position,1,TVC,3,100000003,
