
Ellipsoid Axis Length C
 ==================== 
Ellipsoid Axis Length C,Unit,Category,Time,Default Labels,ID,
19.1425,um,Surface,1,TVCgroup,0,
36.4855,um,Surface,1,ATMgroup,4,
