
Cell Nucleus to Cytoplasm Volume Ratio
 ==================== 
Cell Nucleus to Cytoplasm Volume Ratio,Unit,Category,Time,Default Labels,ID,
0.11326,,Cell,1,TVC,0,
0.109888,,Cell,1,TVC,1,
0.129186,,Cell,1,TVC,2,
0.144076,,Cell,1,TVC,5,
0.0871326,,Cell,1,ATM,8,
0.0667439,,Cell,1,ATM,11,
