
Cell Ellipsoid Axis Length A
 ==================== 
Cell Ellipsoid Axis Length A,Unit,Category,Time,Default Labels,ID,
7.06985,um,Cell,1,TVC,1,
8.14637,um,Cell,1,TVC,2,
7.67719,um,Cell,1,TVC,7,
6.03814,um,Cell,1,TVC,9,
6.09696,um,Cell,1,TVC,10,
7.87963,um,Cell,1,TVC,11,
5.89619,um,Cell,1,TVC,12,
6.50132,um,Cell,1,TVC,14,
