
Nucleus Volume
 ==================== 
Nucleus Volume,Unit,Category,Time,Default Labels,CellID,ID,
82.6843,um^3,Nucleus,1,TVC,3,100000000,
67.5044,um^3,Nucleus,1,TVC,4,100000001,
141.485,um^3,Nucleus,1,TVC,5,100000002,
125.174,um^3,Nucleus,1,TVC,6,100000003,
401.874,um^3,Nucleus,1,ATM,7,100000004,
377.305,um^3,Nucleus,1,ATM,8,100000005,
