
Cell Ellipticity (prolate)
 ==================== 
Cell Ellipticity (prolate),Unit,Category,Time,Default Labels,ID,
0.729607,,Cell,1,ATM,0,
0.473534,,Cell,1,ATM,1,
0.527606,,Cell,1,TVC,2,
0.18387,,Cell,1,TVC,3,
0.179378,,Cell,1,TVC,4,
