
Cell Area
 ==================== 
Cell Area,Unit,Category,Time,Default Labels,ID,
634.955,um^2,Cell,1,TVC,0,
1133.25,um^2,Cell,1,TVC,1,
3142.18,um^2,Cell,1,TVC,2,
1758.93,um^2,Cell,1,TVC,3,
4638.23,um^2,Cell,1,ATM,4,
4261.68,um^2,Cell,1,ATM,5,
