
Cell Ellipsoid Axis Length B
 ==================== 
Cell Ellipsoid Axis Length B,Unit,Category,Time,Default Labels,ID,
8.96492,um,Cell,1,ATM,0,
10.6188,um,Cell,1,ATM,1,
10.0213,um,Cell,1,TVC,2,
5.65365,um,Cell,1,TVC,3,
6.30559,um,Cell,1,TVC,4,
10.4469,um,Cell,1,TVC,5,
