
Nucleus Center of Image Mass Ch=1 Img=1
 ==================== 
Nucleus Center of Image Mass X,Nucleus Center of Image Mass Y,Nucleus Center of Image Mass Z,Unit,Category,Channel,Collection,Image,Time,Default Labels,CellID,ID,
39258.5,52567.7,89.6449,um,Nucleus,1,Nucleus Center of Image Mass,Image 1,1,ATM,0,100000000,
39214.6,52597.3,93.1005,um,Nucleus,1,Nucleus Center of Image Mass,Image 1,1,ATM,1,100000001,
39192.1,52645.4,135.981,um,Nucleus,1,Nucleus Center of Image Mass,Image 1,1,TVC,2,100000002,
39202.4,52651.4,129.668,um,Nucleus,1,Nucleus Center of Image Mass,Image 1,1,TVC,3,100000003,
39200.3,52664,137.398,um,Nucleus,1,Nucleus Center of Image Mass,Image 1,1,TVC,4,100000004,
39201.4,52653.1,137.36,um,Nucleus,1,Nucleus Center of Image Mass,Image 1,1,TVC,5,100000005,
