
Cell Area
 ==================== 
Cell Area,Unit,Category,Time,Default Labels,ID,
1292.71,um^2,Cell,1,TVC,1,
1341.49,um^2,Cell,1,TVC,2,
2663.66,um^2,Cell,1,ATM,3,
3422.09,um^2,Cell,1,ATM,4,
1720.02,um^2,Cell,1,ATM,5,
2407.08,um^2,Cell,1,ATM,6,
