
Cell Ellipsoid Axis A
 ==================== 
Cell Ellipsoid Axis A X,Cell Ellipsoid Axis A Y,Cell Ellipsoid Axis A Z,Unit,Category,Collection,Time,Default Labels,ID,
0.762045,0.64749,-0.00668698,um,Cell,Cell Ellipsoid Axis A,1,ATM,1,
0.831112,0.555925,-0.0141682,um,Cell,Cell Ellipsoid Axis A,1,ATM,2,
0.644381,-0.706562,0.292477,um,Cell,Cell Ellipsoid Axis A,1,TVC,5,
0.734503,-0.677823,0.0325647,um,Cell,Cell Ellipsoid Axis A,1,TVC,6,
-0.331725,-0.256879,0.907729,um,Cell,Cell Ellipsoid Axis A,1,TVC,7,
0.918323,0.284967,0.274731,um,Cell,Cell Ellipsoid Axis A,1,TVC,8,
