
Cell Cytoplasm Area
 ==================== 
Cell Cytoplasm Area,Unit,Category,Time,Default Labels,ID,
5404.27,um^2,Cell,1,ATM,2,
4773.56,um^2,Cell,1,ATM,3,
1566.83,um^2,Cell,1,TVC,5,
1453.48,um^2,Cell,1,TVC,6,
2080.27,um^2,Cell,1,TVC,7,
1273.07,um^2,Cell,1,TVC,8,
