
Nucleus Ellipsoid Axis Length A
 ==================== 
Nucleus Ellipsoid Axis Length A,Unit,Category,Time,Default Labels,CellID,ID,
4.17584,um,Nucleus,1,ATM,2,100000002,
3.84187,um,Nucleus,1,ATM,3,100000003,
2.95127,um,Nucleus,1,TVC,5,100000005,
2.45826,um,Nucleus,1,TVC,6,100000006,
3.22551,um,Nucleus,1,TVC,7,100000007,
2.6992,um,Nucleus,1,TVC,8,100000008,
