
Nucleus Ellipsoid Axis C
 ==================== 
Nucleus Ellipsoid Axis C X,Nucleus Ellipsoid Axis C Y,Nucleus Ellipsoid Axis C Z,Unit,Category,Collection,Time,Default Labels,CellID,ID,
0.477825,0.851152,0.217309,um,Nucleus,Nucleus Ellipsoid Axis C,1,ATM,2,100000002,
0.540279,0.836265,-0.0935874,um,Nucleus,Nucleus Ellipsoid Axis C,1,ATM,5,100000005,
0.570766,-0.307893,0.761202,um,Nucleus,Nucleus Ellipsoid Axis C,1,TVC,0,100000000,
0.409307,-0.8759,0.255475,um,Nucleus,Nucleus Ellipsoid Axis C,1,TVC,1,100000001,
-0.306123,0.79457,0.524353,um,Nucleus,Nucleus Ellipsoid Axis C,1,TVC,3,100000003,
0.576597,-0.52078,0.629542,um,Nucleus,Nucleus Ellipsoid Axis C,1,TVC,4,100000004,
