
Ellipsoid Axis B
 ==================== 
Ellipsoid Axis B X,Ellipsoid Axis B Y,Ellipsoid Axis B Z,Unit,Category,Collection,Time,Default Labels,ID,
-0.57533,-0.490338,-0.654648,um,Surface,Ellipsoid Axis B,1,ATMgroup,1,
0.377163,0.925471,0.0353772,um,Surface,Ellipsoid Axis B,1,TVCgroup,0,
