
Nucleus Ellipsoid Axis Length C
 ==================== 
Nucleus Ellipsoid Axis Length C,Unit,Category,Time,Default Labels,CellID,ID,
4.7015,um,Nucleus,1,TVC,0,100000000,
4.18929,um,Nucleus,1,TVC,1,100000001,
5.20666,um,Nucleus,1,TVC,2,100000002,
4.80498,um,Nucleus,1,TVC,3,100000003,
6.65589,um,Nucleus,1,ATM,4,100000004,
6.54337,um,Nucleus,1,ATM,5,100000005,
