
Ellipsoid Axis A
 ==================== 
Ellipsoid Axis A X,Ellipsoid Axis A Y,Ellipsoid Axis A Z,Unit,Category,Collection,Time,Default Labels,ID,
-0.343203,-0.721772,0.601046,um,Surface,Ellipsoid Axis A,1,ATM,5,
0.792763,0.060294,0.606541,um,Surface,Ellipsoid Axis A,1,TVCgroup,0,
