
BoundingBoxOO Length
 ==================== 
BoundingBoxOO Length A,BoundingBoxOO Length B,BoundingBoxOO Length C,Unit,Category,Collection,Time,Default Labels,ID,
20.2148,25.2168,78.2407,um,Surface,BoundingBoxOO Length,1,ATMgroup,4,
16.2805,32.0234,36.9727,um,Surface,BoundingBoxOO Length,1,TVCgroup,0,
