
Position
 ==================== 
Position X,Position Y,Position Z,Unit,Category,Collection,Time,Default Labels,ID,
41866.2,65429.1,115.479,um,Surface,Position,1,ATM,6,
41933.8,65430,104.661,um,Surface,Position,1,TVCgroup,0,
