
Center of Image Mass Ch=2 Img=1
 ==================== 
Center of Image Mass X,Center of Image Mass Y,Center of Image Mass Z,Unit,Category,Channel,Collection,Image,Time,Default Labels,ID,
41863.9,65426.9,113.889,um,Surface,2,Center of Image Mass,Image 1,1,ATM,6,
41935.2,65429.4,103.836,um,Surface,2,Center of Image Mass,Image 1,1,TVCgroup,0,
