
Ellipsoid Axis C
 ==================== 
Ellipsoid Axis C X,Ellipsoid Axis C Y,Ellipsoid Axis C Z,Unit,Category,Collection,Time,Default Labels,ID,
-0.413713,-0.909992,0.0274928,um,Surface,Ellipsoid Axis C,1,ATMgroup,0,
0.998297,-0.0530064,-0.0243726,um,Surface,Ellipsoid Axis C,1,TVCgroup,2,
