
Position
 ==================== 
Position X,Position Y,Position Z,Unit,Category,Collection,Time,Default Labels,ID,
45721.3,36846.8,54.7087,um,Surface,Position,1,ATMgroup,0,
45686.8,36892.7,24.6401,um,Surface,Position,1,TVCgroup,1,
