
Cell Center of Image Mass Ch=1 Img=1
 ==================== 
Cell Center of Image Mass X,Cell Center of Image Mass Y,Cell Center of Image Mass Z,Unit,Category,Channel,Collection,Image,Time,Default Labels,ID,
39690.4,51409,-4.99161,um,Cell,1,Cell Center of Image Mass,Image 1,1,ATM,3,
39663.3,51432.1,-1.24179,um,Cell,1,Cell Center of Image Mass,Image 1,1,ATM,4,
39720.4,51348.3,24.1759,um,Cell,1,Cell Center of Image Mass,Image 1,1,TVC,5,
39723.8,51363.7,24.6628,um,Cell,1,Cell Center of Image Mass,Image 1,1,TVC,6,
39713,51354.9,23.2507,um,Cell,1,Cell Center of Image Mass,Image 1,1,TVC,7,
39730,51354.7,24.9014,um,Cell,1,Cell Center of Image Mass,Image 1,1,TVC,8,
