
Cell Ellipsoid Axis Length A
 ==================== 
Cell Ellipsoid Axis Length A,Unit,Category,Time,Default Labels,ID,
6.72934,um,Cell,1,TVC,0,
7.38165,um,Cell,1,TVC,1,
4.30669,um,Cell,1,TVC,2,
4.15771,um,Cell,1,TVC,3,
7.46837,um,Cell,1,TVC,5,
5.44964,um,Cell,1,TVC,6,
5.45679,um,Cell,1,TVC,9,
