
Ellipsoid Axis Length A
 ==================== 
Ellipsoid Axis Length A,Unit,Category,Time,Default Labels,ID,
5.84596,um,Surface,1,ATMgroup,0,
6.27013,um,Surface,1,TVCgroup,1,
