
Ellipsoid Axis Length B
 ==================== 
Ellipsoid Axis Length B,Unit,Category,Time,Default Labels,ID,
9.35627,um,Surface,1,ATMgroup,0,
11.3559,um,Surface,1,TVCgroup,1,
