
Ellipsoid Axis A
 ==================== 
Ellipsoid Axis A X,Ellipsoid Axis A Y,Ellipsoid Axis A Z,Unit,Category,Collection,Time,Default Labels,ID,
0.498555,0.857838,0.124728,um,Surface,Ellipsoid Axis A,1,ATMgroup,1,
0.790613,-0.612226,0.0104885,um,Surface,Ellipsoid Axis A,1,TVCgroup,0,
