
Center of Image Mass Ch=2 Img=1
 ==================== 
Center of Image Mass X,Center of Image Mass Y,Center of Image Mass Z,Unit,Category,Channel,Collection,Image,Time,Default Labels,ID,
73.1791,102.855,-21.2534,um,Surface,2,Center of Image Mass,Image 1,1,ATMgroup,1,
69.757,58.645,15.8486,um,Surface,2,Center of Image Mass,Image 1,1,TVCgroup,0,
