
Position
 ==================== 
Position X,Position Y,Position Z,Unit,Category,Collection,Time,Default Labels,ID,
36924.9,54830.5,82.3028,um,Surface,Position,1,ATMgroup,4,
36876.4,54901.8,67.5333,um,Surface,Position,1,TVCgroup,0,
