
Center of Homogeneous Mass
 ==================== 
Center of Homogeneous Mass X,Center of Homogeneous Mass Y,Center of Homogeneous Mass Z,Unit,Category,Collection,Time,Default Labels,ID,
45959.4,46682.5,18.6059,um,Surface,Center of Homogeneous Mass,1,ATMgroup,0,
45904.1,46611.1,9.81339,um,Surface,Center of Homogeneous Mass,1,TVCgroup,2,
