
Cell Ellipsoid Axis Length B
 ==================== 
Cell Ellipsoid Axis Length B,Unit,Category,Time,Default Labels,ID,
7.43358,um,Cell,1,TVC,1,
9.89415,um,Cell,1,TVC,2,
7.46777,um,Cell,1,TVC,5,
9.23664,um,Cell,1,TVC,6,
10.7256,um,Cell,1,ATM,8,
9.07897,um,Cell,1,ATM,9,
