
Ellipsoid Axis C
 ==================== 
Ellipsoid Axis C X,Ellipsoid Axis C Y,Ellipsoid Axis C Z,Unit,Category,Collection,Time,Default Labels,ID,
-0.510021,-0.858031,-0.0605038,um,Surface,Ellipsoid Axis C,1,ATMgroup,4,
-0.972858,-0.0680235,-0.22118,um,Surface,Ellipsoid Axis C,1,TVCgroup,0,
