
Cell Distance to Image Border XYZ Img=1
 ==================== 
Cell Distance to Image Border XYZ,Unit,Category,Image,Time,Default Labels,ID,
13.9733,um,Cell,Image 1,1,ATM,1,
5.08121,um,Cell,Image 1,1,TVC,2,
4.65778,um,Cell,Image 1,1,TVC,3,
4.65778,um,Cell,Image 1,1,TVC,4,
10.1624,um,Cell,Image 1,1,TVC,5,
10.5234,um,Cell,Image 1,1,TVC,6,
17.7842,um,Cell,Image 1,1,TVC,7,
