
Cell Area
 ==================== 
Cell Area,Unit,Category,Time,Default Labels,ID,
2775.59,um^2,Cell,1,ATM,0,
713.348,um^2,Cell,1,TVC,1,
1989.32,um^2,Cell,1,TVC,2,
823.272,um^2,Cell,1,TVC,3,
1378.3,um^2,Cell,1,TVC,4,
666.57,um^2,Cell,1,TVC,5,
936.859,um^2,Cell,1,TVC,6,
