
Cell Ellipsoid Axis Length C
 ==================== 
Cell Ellipsoid Axis Length C,Unit,Category,Time,Default Labels,ID,
25.1653,um,Cell,1,ATM,1,
36.99,um,Cell,1,ATM,2,
10.7661,um,Cell,1,TVC,3,
12.2847,um,Cell,1,TVC,4,
10.2487,um,Cell,1,TVC,5,
9.35494,um,Cell,1,TVC,6,
