
Nucleus BoundingBoxOO Length
 ==================== 
Nucleus BoundingBoxOO Length A,Nucleus BoundingBoxOO Length B,Nucleus BoundingBoxOO Length C,Unit,Category,Collection,Time,Default Labels,CellID,ID,
6.61798,9.01816,11.7105,um,Nucleus,Nucleus BoundingBoxOO Length,1,ATM,13,100000013,
6.62308,8.22544,11.8476,um,Nucleus,Nucleus BoundingBoxOO Length,1,ATM,15,100000015,
4.45332,5.33075,6.47968,um,Nucleus,Nucleus BoundingBoxOO Length,1,TVC,1,100000000,
5.33919,5.81819,6.89551,um,Nucleus,Nucleus BoundingBoxOO Length,1,TVC,4,100000004,
3.89644,5.0275,6.04982,um,Nucleus,Nucleus BoundingBoxOO Length,1,TVC,5,100000005,
5.29879,7.1025,8.97453,um,Nucleus,Nucleus BoundingBoxOO Length,1,TVC,8,100000008,
