
Center of Homogeneous Mass
 ==================== 
Center of Homogeneous Mass X,Center of Homogeneous Mass Y,Center of Homogeneous Mass Z,Unit,Category,Collection,Time,Default Labels,ID,
34127,53675.6,95.895,um,Surface,Center of Homogeneous Mass,1,ATMgroup,3,
34193.4,53634.5,121.29,um,Surface,Center of Homogeneous Mass,1,TVCgroup,0,
