
Ellipsoid Axis Length A
 ==================== 
Ellipsoid Axis Length A,Unit,Category,Time,Default Labels,ID,
7.51511,um,Surface,1,TVCgroup,0,
7.86216,um,Surface,1,ATMgroup,2,
