
Center of Homogeneous Mass
 ==================== 
Center of Homogeneous Mass X,Center of Homogeneous Mass Y,Center of Homogeneous Mass Z,Unit,Category,Collection,Time,Default Labels,ID,
34147.3,46659.6,17.2994,um,Surface,Center of Homogeneous Mass,1,ATMgroup,0,
34093,46680.5,-12.1948,um,Surface,Center of Homogeneous Mass,1,TVCgroup,2,
