
Cell Cytoplasm Area
 ==================== 
Cell Cytoplasm Area,Unit,Category,Time,Default Labels,ID,
6681.2,um^2,Cell,1,ATM,1,
4053.16,um^2,Cell,1,ATM,2,
965.951,um^2,Cell,1,TVC,7,
1408.24,um^2,Cell,1,TVC,8,
1661.94,um^2,Cell,1,TVC,9,
1124.5,um^2,Cell,1,TVC,10,
