
Cell BoundingBoxOO Length
 ==================== 
Cell BoundingBoxOO Length A,Cell BoundingBoxOO Length B,Cell BoundingBoxOO Length C,Unit,Category,Collection,Time,Default Labels,ID,
17.0271,27.1251,61.2037,um,Cell,Cell BoundingBoxOO Length,1,ATM,1,
13.779,23.6782,52.1829,um,Cell,Cell BoundingBoxOO Length,1,ATM,2,
11.6642,14.0853,17.2259,um,Cell,Cell BoundingBoxOO Length,1,TVC,7,
12.1775,15.6606,19.101,um,Cell,Cell BoundingBoxOO Length,1,TVC,8,
14.7907,19.286,22.232,um,Cell,Cell BoundingBoxOO Length,1,TVC,9,
12.7241,12.7862,20.3108,um,Cell,Cell BoundingBoxOO Length,1,TVC,10,
