
Cell BoundingBoxOO Length
 ==================== 
Cell BoundingBoxOO Length A,Cell BoundingBoxOO Length B,Cell BoundingBoxOO Length C,Unit,Category,Collection,Time,Default Labels,ID,
15.2758,17.2466,60.3247,um,Cell,Cell BoundingBoxOO Length,1,ATM,8,
17.6155,18.9212,61.8049,um,Cell,Cell BoundingBoxOO Length,1,ATM,11,
14.856,17.2122,25.8586,um,Cell,Cell BoundingBoxOO Length,1,TVC,2,
16.439,18.7503,21.7943,um,Cell,Cell BoundingBoxOO Length,1,TVC,3,
9.88507,11.9588,18.4247,um,Cell,Cell BoundingBoxOO Length,1,TVC,4,
11.1119,15.5426,15.6922,um,Cell,Cell BoundingBoxOO Length,1,TVC,5,
