
Nucleus Distance from Nucleus Membrane to Cell Membrane
 ==================== 
Nucleus Distance from Nucleus Membrane to Cell Membrane,Unit,Category,Time,Default Labels,CellID,ID,
0.28419,um,Nucleus,1,ATM,2,100000002,
0.893272,um,Nucleus,1,ATM,3,100000003,
0.284168,um,Nucleus,1,TVC,4,100000004,
0.763918,um,Nucleus,1,TVC,5,100000005,
0.284167,um,Nucleus,1,TVC,6,100000006,
0.28418,um,Nucleus,1,TVC,7,100000007,
