
Center of Image Mass Ch=1 Img=1
 ==================== 
Center of Image Mass X,Center of Image Mass Y,Center of Image Mass Z,Unit,Category,Channel,Collection,Image,Time,Default Labels,ID,
45476.6,73391,154.395,um,Surface,1,Center of Image Mass,Image 1,1,ATMgroup,4,
45468.9,73463,131.96,um,Surface,1,Center of Image Mass,Image 1,1,TVCgroup,0,
