
Nucleus Relative To Cell Distance from Origin
 ==================== 
Nucleus Relative To Cell Distance from Origin,Unit,Category,Collection,Time,Default Labels,CellID,ID,
1.84576,um,Nucleus,Nucleus Relative To Cell Distance from Origin,1,ATM,0,100000000,
2.54062,um,Nucleus,Nucleus Relative To Cell Distance from Origin,1,TVC,1,100000001,
2.53547,um,Nucleus,Nucleus Relative To Cell Distance from Origin,1,TVC,2,100000002,
3.29849,um,Nucleus,Nucleus Relative To Cell Distance from Origin,1,TVC,8,100000008,
3.78284,um,Nucleus,Nucleus Relative To Cell Distance from Origin,1,TVC,9,100000009,
