
Cell Volume
 ==================== 
Cell Volume,Unit,Category,Time,Default Labels,ID,
7364.47,um^3,Cell,1,ATM,0,
1931.03,um^3,Cell,1,TVC,1,
2353.23,um^3,Cell,1,TVC,2,
1064.79,um^3,Cell,1,TVC,8,
3310.77,um^3,Cell,1,TVC,9,
