
Ellipsoid Axis Length B
 ==================== 
Ellipsoid Axis Length B,Unit,Category,Time,Default Labels,ID,
12.4278,um,Surface,1,ATMgroup,0,
10.4817,um,Surface,1,TVCgroup,1,
