
Cell Ellipticity (oblate)
 ==================== 
Cell Ellipticity (oblate),Unit,Category,Time,Default Labels,ID,
0.345675,,Cell,1,TVC,0,
0.446797,,Cell,1,TVC,1,
0.333923,,Cell,1,TVC,2,
0.537031,,Cell,1,TVC,4,
0.221824,,Cell,1,ATM,8,
0.21405,,Cell,1,ATM,11,
