
Cell Area
 ==================== 
Cell Area,Unit,Category,Time,Default Labels,ID,
1751.56,um^2,Cell,1,TVC,0,
1246.53,um^2,Cell,1,TVC,1,
1830.01,um^2,Cell,1,TVC,2,
1206.65,um^2,Cell,1,TVC,4,
7482.76,um^2,Cell,1,ATM,8,
8357.53,um^2,Cell,1,ATM,11,
