
Nucleus Distance from Origin
 ==================== 
Nucleus Distance from Origin,Unit,Category,Collection,Time,Default Labels,CellID,ID,
87991.2,um,Nucleus,Nucleus Distance from Origin,1,TVC,0,100000000,
87987.5,um,Nucleus,Nucleus Distance from Origin,1,TVC,1,100000001,
87999,um,Nucleus,Nucleus Distance from Origin,1,TVC,2,100000002,
88006.2,um,Nucleus,Nucleus Distance from Origin,1,TVC,3,100000003,
87999,um,Nucleus,Nucleus Distance from Origin,1,TVC,4,100000004,
87988.5,um,Nucleus,Nucleus Distance from Origin,1,TVC,5,100000005,
87991.6,um,Nucleus,Nucleus Distance from Origin,1,TVC,6,100000006,
87992.1,um,Nucleus,Nucleus Distance from Origin,1,TVC,7,100000007,
