
Cell Ellipsoid Axis Length A
 ==================== 
Cell Ellipsoid Axis Length A,Unit,Category,Time,Default Labels,ID,
6.90406,um,Cell,1,ATM,0,
7.2401,um,Cell,1,ATM,1,
6.76236,um,Cell,1,TVC,2,
5.44004,um,Cell,1,TVC,3,
5.97901,um,Cell,1,TVC,4,
4.75865,um,Cell,1,TVC,5,
