
Cell Ellipsoid Axis Length B
 ==================== 
Cell Ellipsoid Axis Length B,Unit,Category,Time,Default Labels,ID,
11.7001,um,Cell,1,ATM,0,
9.40642,um,Cell,1,ATM,1,
7.72522,um,Cell,1,TVC,2,
8.83042,um,Cell,1,TVC,3,
7.12184,um,Cell,1,TVC,4,
9.93922,um,Cell,1,TVC,5,
