
Cell Ellipsoid Axis Length A
 ==================== 
Cell Ellipsoid Axis Length A,Unit,Category,Time,Default Labels,ID,
6.7342,um,Cell,1,ATM,0,
5.67494,um,Cell,1,TVC,1,
8.37308,um,Cell,1,TVC,2,
5.25889,um,Cell,1,TVC,3,
6.58384,um,Cell,1,TVC,4,
7.31264,um,Cell,1,TVC,5,
6.10026,um,Cell,1,TVC,6,
